FID,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
2780,401091061002047,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20170919
2781,401091061002051,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20170919
2782,401091061003002,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,2,0,2,0,20170919
2783,401091061003005,81,20,41,20,25,34,22,0,0,0,3,5,3,9,2,1,2,1,4,5,9,11,10,3,8,0,5,24,49,1,2,0,5,80,1,7,24,20,10,36,45,20170919
2784,401091061003006,15,3,11,1,3,10,2,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,6,1,1,0,0,2,13,0,0,0,0,15,0,2,3,5,2,7,8,20170919
2785,401091061003007,9,1,6,2,4,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,1,1,0,9,0,0,0,0,9,0,0,4,2,2,3,6,20170919
2786,401091061003008,6,3,2,1,3,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0,0,6,0,0,1,1,1,3,3,20170919
2787,401091061003009,12,2,8,2,3,4,5,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,4,0,0,0,1,1,11,0,0,0,0,12,0,1,4,4,1,5,7,20170919
2788,401091061003010,22,5,9,8,6,12,4,0,0,0,0,1,3,0,1,0,1,0,0,1,2,5,7,0,1,0,0,3,19,0,0,0,0,22,0,3,3,5,6,7,15,20170919
2789,401091061003011,48,15,17,16,18,21,9,0,0,0,0,3,2,7,0,0,1,2,1,2,6,6,10,1,6,0,1,5,42,1,0,0,0,46,2,7,14,9,3,19,29,20170919
2790,401091061003012,12,3,6,3,4,7,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,4,0,1,2,0,0,11,1,0,0,0,12,0,1,3,5,0,4,8,20170919
2791,401091061003013,25,3,15,7,6,8,11,0,0,1,1,3,2,3,2,0,2,0,0,0,1,3,2,2,1,0,2,4,21,0,0,0,0,25,0,4,6,10,2,14,11,20170919
2792,401091061003014,27,3,17,7,6,15,6,0,0,0,0,1,0,4,1,0,2,0,1,0,2,5,5,2,0,2,2,4,21,1,0,0,1,26,1,4,6,9,5,9,18,20170919
2793,401091061003015,19,9,6,4,6,9,4,0,2,0,0,1,0,1,1,1,1,0,0,1,1,0,5,1,3,0,1,2,16,0,0,0,1,18,1,4,2,3,1,8,11,20170919
2794,401091061003016,11,2,4,5,3,5,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,3,0,2,0,1,1,10,0,0,0,0,11,0,1,2,6,0,4,7,20170919
2795,401091061003017,14,3,7,4,4,5,5,0,0,0,1,0,0,1,1,1,2,0,0,0,3,1,2,0,1,0,1,1,13,0,0,0,0,14,0,2,5,2,2,7,7,20170919
2796,401091061003018,19,6,10,3,6,11,2,0,0,0,0,1,0,2,1,1,2,1,0,1,1,3,3,1,2,0,0,2,12,0,1,0,4,19,0,0,5,6,2,7,12,20170919
2797,401091061003019,18,3,10,5,3,9,6,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,3,1,4,0,0,0,17,1,0,0,0,17,1,0,5,6,4,4,14,20170919
2798,401091061003020,44,14,20,10,16,19,9,0,0,0,1,3,4,7,1,2,1,1,2,0,5,3,5,2,6,0,1,9,32,2,0,0,1,44,0,4,10,13,3,21,23,20170919
2799,401091061003021,22,7,10,5,13,4,5,0,0,0,0,3,1,2,0,0,0,0,1,0,2,3,5,0,2,2,1,4,18,0,0,0,0,22,0,2,9,1,3,6,16,20170919
2800,401091061003022,9,2,5,2,3,5,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,2,0,1,1,8,0,0,0,0,9,0,0,3,4,0,1,8,20170919
2801,401091061003023,10,1,7,2,1,5,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,0,2,0,1,3,7,0,0,0,0,10,0,1,2,4,2,8,2,20170919
2802,401091061003024,9,2,6,1,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,2,0,1,1,7,1,0,0,0,9,0,0,2,5,0,3,6,20170919
2803,401091061003025,3,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,3,0,1,1,0,0,1,2,20170919
2804,401091061003026,14,4,7,3,7,6,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2,3,2,0,1,1,0,4,10,0,0,0,0,14,0,0,3,6,1,7,7,20170919
2805,401091061003027,15,4,6,5,10,4,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,2,1,7,0,0,7,6,0,2,0,0,14,1,3,3,4,1,7,8,20170919
2806,401091061003028,11,2,7,2,2,6,3,0,0,0,1,1,1,2,0,0,1,0,0,0,1,1,3,0,0,0,0,3,8,0,0,0,0,11,0,0,2,5,2,3,8,20170919
2807,401091061003029,22,2,13,7,7,12,3,0,0,0,0,1,0,0,0,0,0,0,2,0,5,1,5,3,2,2,1,4,18,0,0,0,0,22,0,5,7,4,4,12,10,20170919
2808,401091061003030,14,4,6,4,4,6,4,0,2,0,0,1,0,1,2,0,0,0,1,0,1,1,4,0,1,0,0,3,9,0,0,0,2,14,0,2,3,2,3,8,6,20170919
2809,401091061003031,10,2,4,4,5,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,1,1,1,9,0,0,0,0,10,0,0,4,4,0,3,7,20170919
2810,401091061003032,19,5,10,4,6,8,5,0,0,0,0,2,1,5,0,0,0,1,0,1,1,2,1,0,3,0,2,3,16,0,0,0,0,19,0,1,6,6,1,9,10,20170919
2811,401091061004000,8,4,3,1,3,4,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0,0,0,1,8,0,2,1,1,0,6,2,20170919
2812,401091061004001,79,13,43,23,31,26,22,1,4,0,2,2,1,12,0,2,3,0,3,0,10,15,10,0,12,1,1,14,60,1,0,0,4,78,1,13,25,17,11,32,47,20170919
2813,401091061004002,21,3,11,7,8,8,5,0,0,1,0,1,2,4,0,0,0,1,0,1,2,2,3,1,3,0,0,3,18,0,0,0,0,21,0,2,4,6,6,8,13,20170919
2814,401091061004003,14,3,8,3,6,4,4,0,0,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,1,2,1,2,12,0,0,0,0,14,0,1,6,4,0,8,6,20170919
2815,401091061004004,15,5,6,4,4,9,2,0,0,0,0,2,0,3,0,0,0,0,1,0,1,1,2,1,1,0,3,3,12,0,0,0,0,15,0,3,3,4,0,6,9,20170919
2816,401091061004005,6,0,2,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,5,0,0,0,0,6,0,1,2,3,0,3,3,20170919
2817,401091061004006,25,9,12,4,10,10,5,0,1,0,0,3,2,2,0,0,1,1,1,0,2,2,1,1,5,1,2,4,19,0,0,0,2,24,1,4,5,5,2,13,12,20170919
2818,401091061004007,31,4,18,9,7,16,8,0,1,0,2,1,0,3,0,0,1,0,1,0,2,3,5,2,4,2,4,19,12,0,0,0,0,31,0,2,12,9,4,14,17,20170919
2819,401091061004008,18,4,9,5,5,8,5,0,0,0,0,1,0,1,0,0,0,0,1,0,3,2,3,0,5,0,2,1,17,0,0,0,0,18,0,6,2,5,1,10,8,20170919
2820,401091061004009,6,1,3,2,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,5,1,0,0,0,6,0,0,2,2,1,3,3,20170919
2821,401091061004010,9,2,4,3,5,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1,8,0,0,0,0,9,0,1,3,2,1,4,5,20170919
2822,401091061004011,10,3,6,1,2,6,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,2,0,1,9,0,0,0,0,10,0,0,3,3,1,5,5,20170919
2823,401091061004012,6,1,3,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,1,5,0,0,0,0,6,0,1,1,1,2,3,3,20170919
2824,401091061004013,7,4,2,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,7,0,0,0,0,7,0,0,1,0,2,2,5,20170919
2825,401091062001000,108,24,57,27,36,37,35,0,8,0,3,5,8,16,1,4,6,1,5,4,8,11,11,2,6,4,5,55,50,0,3,0,0,104,4,8,26,22,28,53,55,20170919
2826,401091062001001,5,1,3,1,1,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,5,0,0,1,1,2,5,0,20170919
2827,401091062001002,10,3,3,4,2,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,1,0,0,0,10,0,0,0,0,10,0,0,2,3,2,3,7,20170919
2828,401091062001003,8,1,5,2,2,1,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2,7,1,0,0,0,0,8,0,2,0,2,3,5,3,20170919
2829,401091062001004,5,1,3,1,0,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,5,0,1,1,2,0,2,3,20170919
2830,401091062001005,15,5,10,0,6,2,7,0,1,0,1,2,0,4,0,0,0,0,1,0,0,1,1,0,4,0,0,4,6,0,5,0,0,15,0,1,5,1,3,7,8,20170919
2831,401091062001006,3,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,2,20170919
2832,401091062001007,8,3,4,1,1,6,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,5,0,0,0,0,8,0,1,1,1,2,6,2,20170919
2833,401091062001008,5,1,3,1,0,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,2,3,0,0,0,0,5,0,0,2,1,1,2,3,20170919
2834,401091062001009,35,6,18,11,15,12,8,0,1,0,0,1,1,5,1,0,2,2,1,0,3,7,1,2,3,2,3,8,24,0,0,0,3,34,1,4,15,7,3,10,25,20170919
2835,401091062001010,7,1,4,2,1,4,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,7,0,0,4,2,0,7,0,20170919
2836,401091062001015,8,0,6,2,1,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,1,1,1,7,1,0,0,0,0,8,0,1,3,3,1,4,4,20170919
2837,401091062001019,13,0,9,4,4,3,6,0,1,1,0,0,2,0,0,0,1,0,3,0,1,0,2,0,1,0,1,11,1,0,0,0,1,13,0,2,1,3,7,7,6,20170919
2838,401091062001020,9,2,1,6,1,1,7,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,8,1,0,0,0,0,9,0,0,2,2,3,5,4,20170919
2839,401091062001021,34,7,18,9,6,13,15,0,2,0,2,6,2,4,1,1,2,0,2,1,1,4,0,0,3,0,3,24,7,3,0,0,0,28,6,2,11,8,6,22,12,20170919
2840,401091062001023,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,2,0,1,2,20170919
2841,401091062001034,12,4,7,1,3,5,4,0,1,0,1,1,0,2,0,0,2,1,0,0,0,0,0,0,4,0,0,10,0,2,0,0,0,10,2,2,0,6,0,7,5,20170919
2842,401091062001048,7,1,6,0,1,3,3,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,5,1,1,0,0,0,6,1,2,2,0,2,5,2,20170919
2843,401091062001057,61,10,35,16,20,24,17,0,2,0,1,6,1,9,2,4,0,1,0,0,7,6,8,2,7,1,4,7,48,1,0,0,5,59,2,10,13,14,14,20,41,20170919
2844,401091062001058,26,2,18,6,6,15,5,0,0,0,0,0,2,4,1,1,0,0,0,0,3,5,5,1,3,1,0,1,25,0,0,0,0,25,1,3,7,11,3,7,19,20170919
2845,401091062001059,35,6,18,11,10,17,8,0,2,0,1,1,1,5,1,2,0,0,1,1,4,7,7,0,0,0,2,0,34,0,0,0,1,35,0,3,5,9,12,14,21,20170919
2846,401091062001060,7,2,4,1,5,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,3,4,0,0,0,0,7,0,0,1,2,2,5,2,20170919
2847,401091062001063,9,0,8,1,2,2,5,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,4,5,0,0,0,0,9,0,2,3,3,1,3,6,20170919
2848,401091062001064,16,3,6,7,4,9,3,0,1,1,0,2,0,0,1,0,1,1,1,1,0,0,4,1,1,0,1,4,11,0,0,0,1,16,0,2,6,3,2,4,12,20170919
2849,401091062002002,52,10,30,12,10,29,13,0,0,1,1,3,1,5,1,0,4,2,2,4,4,6,7,1,4,0,6,9,35,2,0,0,6,47,5,9,16,12,5,19,33,20170919
2850,401091062002003,9,2,5,2,1,5,3,1,1,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,8,0,0,0,0,9,0,1,0,4,2,1,8,20170919
2851,401091062002004,27,5,12,10,11,11,5,0,0,0,0,1,1,1,2,1,0,0,0,2,5,2,5,0,2,1,4,1,26,0,0,0,0,27,0,5,6,6,5,10,17,20170919
2852,401091062002005,31,11,16,4,14,14,3,0,0,0,1,3,2,6,0,0,1,3,0,0,1,2,6,0,4,1,1,1,26,1,0,0,3,31,0,3,5,10,2,9,22,20170919
2853,401091062002006,54,9,32,13,17,22,15,0,2,1,1,1,1,7,3,1,1,0,2,2,1,7,13,0,4,1,6,9,45,0,0,0,0,54,0,8,16,9,12,22,32,20170919
2854,401091062002007,51,15,23,13,18,24,9,0,1,0,0,3,5,6,1,2,2,1,1,0,1,3,11,1,10,1,2,7,43,1,0,0,0,50,1,6,14,10,6,22,29,20170919
2855,401091062002008,18,7,7,4,5,9,4,0,0,0,0,0,0,2,1,0,1,0,1,0,0,6,0,0,3,0,4,1,16,0,0,0,1,17,1,2,3,3,3,11,7,20170919
2856,401091062002020,23,8,4,11,10,6,7,0,1,0,4,1,2,2,0,1,0,1,1,0,1,2,1,1,4,1,0,14,8,0,0,0,1,23,0,1,4,8,2,12,11,20170919
2857,401091062002021,10,5,1,4,4,4,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,1,0,2,0,1,2,8,0,0,0,0,10,0,1,2,1,1,5,5,20170919
2858,401091062002024,35,8,14,13,12,10,13,0,4,0,1,0,2,2,0,0,1,0,1,2,4,3,8,0,3,0,4,15,20,0,0,0,0,35,0,3,6,8,10,15,20,20170919
2859,401091062002025,23,9,10,4,6,12,5,0,0,0,1,1,0,1,3,1,1,0,0,1,4,1,6,0,2,0,1,2,19,0,0,0,2,23,0,1,7,4,2,10,13,20170919
2860,401091063011000,20,9,7,4,6,14,0,1,1,0,0,3,0,3,3,0,0,0,0,0,2,0,2,0,5,0,0,9,8,0,0,0,3,15,5,2,4,5,0,9,11,20170919
2861,401091063011001,10,7,3,0,0,8,2,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,1,1,0,0,5,5,0,0,0,0,9,1,0,3,0,0,8,2,20170919
2862,401091063011004,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20170919
2863,401091063011007,4,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,4,0,1,0,1,2,3,1,20170919
2864,401091063011008,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20170919
2865,401091063011010,14,4,7,3,3,8,3,0,1,0,0,2,0,0,1,0,2,0,2,0,0,0,3,1,2,0,0,6,7,0,1,0,0,13,1,0,5,3,2,8,6,20170919
2866,401091063011011,31,9,19,3,8,21,2,0,0,0,1,5,0,4,1,0,2,1,1,0,5,2,2,0,5,1,1,14,11,2,0,0,4,25,6,4,6,9,3,14,17,20170919
2867,401091063011012,23,5,10,8,8,10,5,0,0,0,1,2,0,4,1,0,0,0,1,0,1,2,4,1,4,0,2,13,10,0,0,0,0,21,2,3,9,3,3,8,15,20170919
2868,401091063011013,18,6,10,2,4,11,3,0,0,0,0,0,0,5,1,1,0,0,2,0,3,0,4,0,1,1,0,10,7,1,0,0,0,15,3,0,6,3,3,10,8,20170919
2869,401091063011015,12,3,5,4,4,4,4,0,1,0,0,0,0,4,0,0,1,0,0,0,1,2,0,1,1,0,1,6,4,1,0,0,1,12,0,0,4,2,3,7,5,20170919
2870,401091063011017,3,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,1,2,1,20170919
2871,401091063011018,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,2,20170919
2872,401091063011019,9,4,5,0,4,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,2,0,0,1,0,7,2,0,0,0,0,7,2,1,0,3,1,4,5,20170919
2873,401091063011020,4,3,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,3,1,0,1,0,0,2,2,20170919
2874,401091063011022,26,8,12,6,6,14,6,0,0,0,3,2,2,3,0,0,0,1,1,0,2,5,0,2,1,3,1,19,7,0,0,0,0,21,5,1,12,4,1,14,12,20170919
2875,401091063011023,33,10,17,6,17,11,5,0,0,0,0,2,0,8,4,1,2,1,0,0,3,4,3,2,2,0,1,21,12,0,0,0,0,29,4,5,8,3,7,16,17,20170919
2876,401091063011024,29,7,13,9,8,16,5,0,0,1,0,2,1,4,1,1,2,0,4,0,3,1,1,2,3,0,3,21,8,0,0,0,0,26,3,4,7,5,6,15,14,20170919
2877,401091063011025,33,13,13,7,14,16,3,0,0,0,1,1,1,4,0,0,2,1,1,0,3,0,2,4,9,2,2,23,8,1,0,0,1,31,2,4,5,4,7,17,16,20170919
2878,401091063011027,4,2,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,4,0,0,0,1,1,3,1,20170919
2879,401091063011028,25,6,18,1,8,12,5,0,0,0,7,2,1,1,1,0,1,1,0,0,3,0,3,0,5,0,0,17,8,0,0,0,0,23,2,5,6,7,1,17,8,20170919
2880,401091063011029,13,7,4,2,4,6,3,0,0,0,1,0,1,3,0,0,1,0,0,0,2,0,2,0,1,0,2,5,7,1,0,0,0,13,0,2,2,1,1,7,6,20170919
2881,401091063012004,129,32,77,20,49,60,20,0,3,0,3,8,4,8,4,2,5,1,3,1,14,8,27,1,23,4,10,34,81,6,2,0,6,119,10,11,34,28,24,69,60,20170919
2882,401091063012005,28,14,13,1,12,12,4,0,0,0,1,1,0,3,0,0,1,0,5,0,4,3,5,0,4,0,1,8,17,0,1,0,2,28,0,2,9,2,1,21,7,20170919
2883,401091063012006,25,9,13,3,10,13,2,0,0,0,0,2,3,4,0,0,2,2,2,0,1,3,4,1,1,0,0,13,11,1,0,0,0,25,0,2,4,7,3,12,13,20170919
2884,401091063012007,7,1,4,2,1,4,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,2,0,4,0,0,7,0,3,0,1,2,5,2,20170919
2885,401091063012008,5,2,3,0,1,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,4,1,0,2,1,0,3,2,20170919
2886,401091063012009,34,9,13,12,14,15,5,0,0,1,1,0,2,3,0,0,1,0,1,0,8,3,5,2,6,0,1,9,23,2,0,0,0,33,1,2,11,9,3,19,15,20170919
2887,401091063012010,27,7,13,7,7,13,7,0,1,0,1,2,0,5,0,0,0,0,0,0,0,5,7,1,5,0,0,6,8,1,11,0,1,25,2,5,2,6,7,7,20,20170919
2888,401091063012011,18,2,13,3,7,8,3,0,0,0,0,0,1,1,0,1,0,0,0,1,4,2,4,0,2,1,1,3,14,0,1,0,0,17,1,4,4,3,5,10,8,20170919
2889,401091063012012,19,7,8,4,6,7,6,0,0,0,1,0,0,4,0,0,1,0,0,0,5,1,2,1,4,0,0,10,8,0,0,0,1,18,1,2,4,4,2,10,9,20170919
2890,401091063012013,23,8,10,5,11,9,3,0,0,0,1,0,1,4,1,1,1,0,1,2,3,2,2,0,1,2,1,7,13,0,0,0,3,17,6,1,5,6,3,4,19,20170919
2891,401091063012014,23,6,10,7,10,8,5,0,1,0,1,0,0,3,1,0,1,2,0,0,2,2,5,0,2,1,2,6,17,0,0,0,0,22,1,2,6,6,3,11,12,20170919
2892,401091063012015,39,7,23,9,13,22,4,0,0,1,3,1,0,3,1,0,4,1,0,0,4,1,11,0,3,3,3,13,25,0,0,0,1,35,4,9,8,14,1,11,28,20170919
2893,401091063012016,17,7,6,4,9,8,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,3,1,5,1,2,8,8,1,0,0,0,11,6,5,0,3,2,7,10,20170919
2894,401091063012017,27,2,19,6,11,10,6,0,0,0,3,2,1,2,0,0,2,0,1,0,3,5,5,0,3,0,0,9,17,0,1,0,0,27,0,5,6,8,6,12,15,20170919
2895,401091063012018,15,7,7,1,9,6,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2,2,2,0,3,1,0,1,13,0,0,0,1,15,0,0,4,3,1,8,7,20170919
2896,401091063012019,26,7,14,5,11,12,3,0,1,0,1,1,1,1,0,0,1,0,1,1,4,0,5,0,6,2,1,5,18,1,1,0,1,26,0,5,4,8,2,14,12,20170919
2897,401091063012020,17,5,9,3,5,9,3,0,0,1,1,0,0,1,0,0,1,2,0,0,0,2,2,2,4,1,0,5,12,0,0,0,0,17,0,0,6,3,3,9,8,20170919
2898,401091063012021,57,22,26,9,20,27,10,0,1,1,2,4,5,4,2,1,1,1,0,1,6,3,13,1,7,2,2,20,32,1,1,0,3,52,5,7,14,4,10,29,28,20170919
2899,401091063013001,24,7,13,4,11,5,8,0,1,1,0,0,1,4,0,0,0,0,1,0,2,2,5,0,5,2,0,4,18,0,2,0,0,23,1,1,6,6,4,13,11,20170919
2900,401091063013002,10,4,5,1,2,7,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3,7,0,0,0,0,8,2,2,3,1,0,8,2,20170919
2901,401091063013003,17,5,8,4,8,7,2,0,0,0,2,0,1,3,0,0,0,0,0,0,0,2,3,1,5,0,0,2,14,0,0,0,1,16,1,2,3,6,1,4,13,20170919
2902,401091063013004,20,3,10,7,4,13,3,0,0,0,1,2,1,1,0,1,2,1,1,0,3,0,2,0,4,0,1,8,11,1,0,0,0,17,3,2,4,6,5,11,9,20170919
2903,401091063013005,12,6,4,2,4,7,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,3,0,2,1,1,1,11,0,0,0,0,12,0,3,0,0,3,7,5,20170919
2904,401091063013006,9,3,5,1,1,5,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,2,0,1,1,0,7,2,0,0,0,0,8,1,1,2,2,1,3,6,20170919
2905,401091063013007,7,3,4,0,4,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2,5,0,0,0,0,6,1,1,1,2,0,4,3,20170919
2906,401091063013008,4,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,1,0,0,0,0,4,0,0,1,0,1,1,3,20170919
2907,401091063013009,21,12,7,2,11,8,2,0,1,0,0,0,1,6,1,2,1,1,0,0,1,1,2,1,2,1,0,6,12,0,0,0,3,17,4,3,2,3,1,9,12,20170919
2908,401091063013010,20,9,9,2,9,8,3,0,2,0,1,2,0,5,0,1,0,1,1,0,1,1,1,1,3,0,0,5,13,0,0,0,2,19,1,3,3,5,0,8,12,20170919
2909,401091063013011,9,3,4,2,3,4,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,3,0,0,4,4,1,0,0,0,9,0,0,3,0,3,5,4,20170919
2910,401091063013012,23,6,14,3,4,13,6,0,1,1,0,2,1,1,2,0,1,0,3,2,0,2,3,1,2,0,1,14,9,0,0,0,0,21,2,1,6,5,5,9,14,20170919
2911,401091063013013,29,12,14,3,12,14,3,0,2,0,0,1,0,4,2,0,0,0,1,1,2,1,4,1,8,1,1,3,21,0,2,0,3,28,1,2,4,8,3,13,16,20170919
2912,401091063013015,8,3,4,1,2,6,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,0,1,6,0,0,0,1,8,0,3,1,1,0,4,4,20170919
2913,401091063013016,18,5,9,4,6,7,5,0,0,0,1,0,1,5,0,0,1,0,0,0,0,2,3,0,5,0,0,3,15,0,0,0,0,17,1,5,3,3,2,5,13,20170919
2914,401091063013017,11,4,6,1,7,4,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,1,1,0,1,0,0,2,7,2,0,0,0,10,1,1,1,4,1,5,6,20170919
2915,401091063013018,15,4,7,4,5,10,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,1,2,0,3,1,1,3,12,0,0,0,0,15,0,2,6,2,1,8,7,20170919
2916,401091063013019,22,6,10,6,6,14,2,0,0,0,1,2,1,4,0,0,2,1,0,0,1,1,2,0,4,1,2,1,20,0,0,0,1,22,0,2,7,5,2,12,10,20170919
2917,401091063013020,4,1,3,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,4,0,1,0,2,0,1,3,20170919
2918,401091063013021,19,9,8,2,8,9,2,0,0,0,1,1,0,3,3,0,0,0,0,0,2,1,4,1,2,1,0,8,11,0,0,0,0,14,5,3,1,6,0,14,5,20170919
2919,401091063013022,18,4,11,3,4,9,5,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,6,1,1,0,3,6,12,0,0,0,0,15,3,3,6,5,0,6,12,20170919
2920,401091063013023,14,3,8,3,6,6,2,0,1,0,1,1,1,1,0,0,0,0,1,0,3,0,1,0,4,0,0,10,4,0,0,0,0,14,0,3,3,4,1,10,4,20170919
2921,401091063014000,6,0,4,2,0,3,3,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,1,2,2,1,3,3,20170919
2922,401091063014001,32,10,17,5,6,18,8,0,2,0,0,5,0,4,0,2,0,1,1,0,0,3,3,0,7,2,2,24,3,2,0,0,3,32,0,1,7,6,8,15,17,20170919
2923,401091063014004,6,1,2,3,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,6,0,0,0,0,0,6,0,0,0,5,0,3,3,20170919
2924,401091063014005,49,15,24,10,20,22,7,0,1,1,0,1,2,7,0,2,1,0,3,0,1,3,11,0,8,1,7,11,33,0,0,0,5,48,1,7,16,9,2,21,28,20170919
