FID,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
9050,401091085154012,229,49,117,63,57,75,97,0,8,1,7,8,7,40,6,3,13,2,17,6,26,20,32,1,18,5,9,198,18,7,3,0,3,227,2,14,50,68,48,119,110,20170919
9051,401091085154013,25,5,11,9,5,7,13,0,0,0,2,0,1,4,0,0,2,0,1,0,5,3,3,0,1,1,2,23,1,0,1,0,0,25,0,2,7,5,6,14,11,20170919
9052,401091085154015,69,17,25,27,17,23,29,0,3,0,2,0,5,10,1,1,0,1,7,1,4,6,9,2,9,3,5,67,1,0,0,0,1,69,0,1,12,21,18,34,35,20170919
9053,401091085154016,27,5,17,5,3,16,8,0,1,0,0,1,2,1,0,1,1,0,4,0,0,5,5,1,2,1,2,22,2,1,1,0,1,27,0,5,5,8,4,12,15,20170919
9054,401091085191000,292,67,151,74,65,106,121,0,11,0,4,10,8,26,6,10,12,2,22,6,37,36,45,6,22,9,20,185,79,12,6,0,10,267,25,24,63,86,52,131,161,20170919
9055,401091085191001,173,39,76,58,35,55,83,0,6,1,8,8,11,17,4,2,9,2,11,5,12,18,21,0,15,2,21,136,24,3,8,0,2,157,16,11,35,48,40,83,90,20170919
9056,401091085191002,20,5,9,6,4,7,9,0,0,0,2,0,0,1,0,1,1,1,1,0,2,1,4,0,2,1,3,13,6,0,0,0,1,20,0,2,6,6,1,8,12,20170919
9057,401091085191003,68,13,32,23,6,23,39,0,3,1,0,3,4,3,2,1,6,1,5,2,4,9,12,0,5,3,4,63,1,2,2,0,0,67,1,1,17,18,19,28,40,20170919
9058,401091085191004,6,1,1,4,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,2,0,0,0,0,6,0,1,1,3,0,3,3,20170919
9059,401091085191005,11,2,6,3,3,4,4,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,3,0,1,0,0,11,0,0,0,0,0,10,1,3,1,3,2,3,8,20170919
9060,401091085191006,14,0,11,3,1,4,9,0,2,0,1,0,1,1,0,0,0,0,0,0,2,2,3,0,1,1,0,12,0,2,0,0,0,13,1,0,5,8,1,7,7,20170919
9061,401091085191007,10,3,4,3,2,5,3,0,0,0,0,1,1,1,0,0,2,0,3,0,1,0,1,0,0,0,0,9,0,0,0,0,1,10,0,0,1,4,2,5,5,20170919
9062,401091085191008,27,1,16,10,2,4,21,0,3,0,2,4,1,2,0,0,1,0,1,1,1,3,7,0,0,0,1,24,2,1,0,0,0,27,0,2,4,11,9,19,8,20170919
9063,401091085191010,71,9,44,18,11,18,42,0,2,0,3,3,3,3,0,0,6,1,5,4,4,11,12,1,9,0,4,63,2,3,3,0,0,68,3,3,21,20,18,33,38,20170919
9064,401091085191011,103,20,44,39,13,35,55,0,4,0,3,4,4,12,6,1,3,2,8,4,15,9,16,1,5,2,4,97,6,0,0,0,0,96,7,7,31,22,23,60,43,20170919
9065,401091085191012,17,2,6,9,2,5,10,0,0,0,2,1,1,1,0,0,2,0,2,0,0,1,4,0,2,0,1,10,0,1,6,0,0,17,0,2,4,1,8,7,10,20170919
9066,401091085191013,13,5,4,4,2,4,7,0,0,0,1,1,0,3,0,1,2,0,1,0,1,1,0,0,0,0,2,11,0,1,1,0,0,13,0,1,4,0,3,7,6,20170919
9067,401091085191014,16,5,6,5,2,5,9,0,1,1,1,0,0,0,0,1,4,0,1,0,0,1,3,0,2,0,1,15,0,0,1,0,0,16,0,0,3,5,3,6,10,20170919
9068,401091085191015,11,3,8,0,1,3,7,0,0,1,0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,2,9,0,0,2,0,0,11,0,1,1,1,5,4,7,20170919
9069,401091085191016,16,7,6,3,3,4,9,0,0,1,0,2,2,2,1,0,2,1,0,0,0,1,1,0,2,0,1,15,1,0,0,0,0,16,0,0,4,2,3,8,8,20170919
9070,401091085191021,71,15,36,20,13,29,29,1,2,0,2,4,6,7,2,1,2,0,6,1,3,7,14,0,8,2,3,64,4,1,0,1,1,68,3,6,19,16,15,37,34,20170919
9071,401091085192000,58,12,30,16,11,12,35,0,1,1,1,4,4,4,0,0,4,1,2,3,5,5,11,2,3,1,6,52,2,3,1,0,0,55,3,4,15,10,17,21,37,20170919
9072,401091085192001,49,7,27,15,7,13,29,0,1,2,2,1,2,4,0,1,2,0,0,1,6,5,11,0,6,1,4,42,1,0,6,0,0,47,2,3,6,19,14,24,25,20170919
9073,401091085192002,13,3,4,6,2,3,8,0,0,1,1,0,1,2,1,0,1,0,1,0,1,1,1,0,1,0,1,9,0,3,0,0,1,13,0,0,3,1,6,6,7,20170919
9074,401091085192003,30,2,17,11,4,9,17,0,2,0,2,1,0,4,3,0,2,0,2,3,0,3,3,0,2,2,1,27,1,2,0,0,0,30,0,4,8,5,11,17,13,20170919
9075,401091085192004,57,16,23,18,18,13,26,0,3,0,4,2,1,6,0,2,2,1,8,1,5,6,9,1,4,1,1,51,4,1,1,0,0,56,1,4,11,14,12,30,27,20170919
9076,401091085192005,50,11,27,12,7,18,25,0,5,2,0,1,2,2,3,0,4,1,1,0,4,8,6,1,7,0,3,39,4,1,2,0,4,44,6,2,9,14,14,27,23,20170919
9077,401091085192006,18,3,10,5,5,2,11,0,0,0,0,0,0,3,0,0,0,1,1,0,3,2,5,0,2,0,1,18,0,0,0,0,0,18,0,0,5,4,6,10,8,20170919
9078,401091085192007,62,12,31,19,10,19,33,0,3,0,3,4,8,3,1,4,3,0,4,0,2,3,13,1,6,1,3,48,8,2,3,0,1,58,4,1,12,20,17,32,30,20170919
9079,401091085192009,32,4,20,8,5,13,14,0,4,0,1,0,1,0,1,0,1,0,3,1,5,1,9,1,2,0,2,19,8,1,1,0,3,32,0,2,10,10,6,20,12,20170919
9080,401091085192010,5,0,3,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,4,1,0,2,3,20170919
9081,401091085192012,42,10,16,16,8,19,15,0,1,0,2,4,5,5,0,0,2,1,2,0,3,4,3,1,6,1,2,36,2,0,1,0,3,39,3,4,11,10,7,25,17,20170919
9082,401091085192013,30,4,14,12,4,6,20,0,0,0,2,2,2,2,3,2,1,0,0,0,0,5,3,0,0,2,6,25,2,3,0,0,0,29,1,1,10,8,7,14,16,20170919
9083,401091085193000,26,7,11,8,7,10,9,0,0,0,1,0,0,4,1,0,5,0,4,0,2,0,7,0,2,0,0,24,2,0,0,0,0,25,1,1,4,10,4,9,17,20170919
9084,401091085193001,7,0,4,3,1,2,4,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,7,0,0,0,0,0,6,1,1,2,0,4,5,2,20170919
9085,401091085193002,18,5,5,8,3,4,11,0,3,0,0,0,2,1,0,0,0,0,1,0,1,1,5,1,2,0,1,16,0,1,1,0,0,17,1,1,2,6,4,10,8,20170919
9086,401091085193003,19,3,8,8,0,4,15,0,1,0,1,1,1,2,0,0,1,0,1,0,5,0,1,0,2,1,2,17,0,0,0,0,2,18,1,1,6,3,6,10,9,20170919
9087,401091085193004,51,10,26,15,9,17,25,0,2,0,2,3,4,2,0,0,4,2,1,0,5,7,8,0,5,1,5,48,1,1,1,0,0,43,8,5,13,15,8,28,23,20170919
9088,401091085193005,134,23,59,52,23,47,64,1,8,2,9,4,4,10,2,6,7,3,13,4,8,13,20,2,10,3,5,117,6,5,3,0,3,129,5,12,27,41,31,60,74,20170919
9089,401091085193006,22,1,10,11,2,7,13,0,1,0,0,0,1,1,2,2,3,0,2,1,2,1,3,0,2,0,1,21,1,0,0,0,0,22,0,0,6,7,8,7,15,20170919
9090,401091085193007,20,5,12,3,6,8,6,0,0,0,1,1,1,2,0,0,0,0,1,0,3,4,3,0,2,1,1,18,0,2,0,0,0,20,0,1,6,2,6,8,12,20170919
9091,401091085193009,20,6,12,2,4,6,10,0,0,0,0,1,1,2,1,0,2,2,3,1,0,2,3,0,2,0,0,18,2,0,0,0,0,19,1,0,6,3,5,12,8,20170919
9092,401091085193010,48,9,22,17,9,18,21,0,3,0,1,2,2,2,1,1,4,2,4,1,2,7,2,2,8,1,3,44,2,1,1,0,0,48,0,5,10,14,10,27,21,20170919
9093,401091085201000,121,14,67,40,15,32,74,0,10,1,5,5,7,11,4,1,8,3,8,2,9,9,18,2,10,3,5,109,3,0,8,0,1,121,0,14,34,27,32,70,51,20170919
9094,401091085201001,12,3,7,2,5,3,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,1,0,3,0,2,11,0,0,0,0,1,12,0,2,1,3,3,5,7,20170919
9095,401091085201007,6,1,3,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,5,0,0,0,1,0,6,0,1,3,1,0,3,3,20170919
9096,401091085201008,35,5,18,12,5,12,18,0,1,0,1,1,3,3,2,2,5,1,2,1,1,3,4,0,1,2,2,32,1,0,0,0,2,32,3,6,9,8,7,15,20,20170919
9097,401091085201010,11,2,5,4,4,2,5,0,0,0,1,0,2,3,0,0,0,0,0,0,0,1,4,0,0,0,0,9,0,1,0,0,1,11,0,0,1,2,6,2,9,20170919
9098,401091085201011,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,20170919
9099,401091085201014,23,7,8,8,8,5,10,0,1,0,1,0,0,1,1,1,1,1,2,0,0,2,6,2,0,0,4,17,2,3,1,0,0,20,3,1,4,4,7,8,15,20170919
9100,401091085201015,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,1,1,20170919
9101,401091085201016,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2,0,20170919
9102,401091085201017,13,5,5,3,1,5,7,0,3,0,2,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,1,11,0,1,1,0,0,12,1,2,3,2,1,10,3,20170919
9103,401091085201019,38,7,16,15,8,12,18,0,1,1,2,1,1,4,2,1,2,1,5,1,2,3,4,2,5,0,0,33,3,2,0,0,0,37,1,4,6,13,8,22,16,20170919
9104,401091085201020,26,3,14,9,4,7,15,0,0,0,0,0,3,3,3,1,2,1,0,0,3,3,3,0,2,0,2,23,1,1,0,0,1,26,0,3,10,4,6,12,14,20170919
9105,401091085201021,5,0,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,4,1,0,0,0,0,5,0,1,1,1,2,3,2,20170919
9106,401091085201022,8,0,3,5,0,2,6,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,1,8,0,0,0,0,0,8,0,1,3,2,2,6,2,20170919
9107,401091085201023,9,2,3,4,2,1,6,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1,9,0,0,0,0,0,9,0,0,3,1,3,6,3,20170919
9108,401091085201024,34,2,21,11,6,9,19,0,0,0,1,1,2,4,2,1,1,0,3,2,3,2,4,1,5,2,0,24,2,1,0,0,7,27,7,3,4,13,12,22,12,20170919
9109,401091085201026,60,11,23,26,9,21,30,0,4,0,3,2,3,6,2,0,3,0,6,4,4,3,12,1,2,2,3,53,4,0,3,0,0,55,5,7,11,15,16,35,25,20170919
9110,401091085201027,35,8,7,20,7,12,16,0,3,0,1,0,1,4,4,1,1,0,3,0,0,1,4,2,6,2,2,31,3,1,0,0,0,35,0,4,6,7,10,19,16,20170919
9111,401091085201028,17,5,8,4,4,3,10,0,1,1,0,1,2,1,0,0,1,0,1,0,0,2,1,0,3,0,3,16,1,0,0,0,0,17,0,1,1,4,6,7,10,20170919
9112,401091085201029,15,3,11,1,4,3,8,0,0,0,2,1,1,1,0,0,1,0,3,1,0,1,1,0,1,1,1,13,0,2,0,0,0,15,0,0,3,3,6,11,4,20170919
9113,401091085201030,21,5,11,5,3,4,14,0,2,0,1,1,0,2,0,0,2,1,3,0,2,1,2,0,3,1,0,20,0,1,0,0,0,21,0,0,6,6,4,11,10,20170919
9114,401091085201033,4,1,3,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,0,0,0,3,0,3,1,20170919
9115,401091085201034,26,3,15,8,3,4,19,0,3,0,0,0,2,2,0,0,0,2,3,2,3,0,6,1,1,1,0,26,0,0,0,0,0,23,3,3,9,3,8,17,9,20170919
9116,401091085201035,23,0,16,7,3,9,11,0,0,2,0,0,0,0,0,0,2,1,1,0,2,5,6,2,0,0,2,23,0,0,0,0,0,22,1,3,5,5,10,9,14,20170919
9117,401091085201036,4,0,2,2,0,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,1,1,1,1,3,1,20170919
9118,401091085201037,10,3,4,3,2,4,4,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,0,1,0,1,2,7,1,0,0,0,10,0,1,0,2,4,7,3,20170919
9119,401091085202000,20,3,10,7,3,5,12,0,1,0,0,2,2,2,1,1,1,0,0,0,2,0,4,1,1,0,2,16,1,0,1,0,2,20,0,3,6,3,5,10,10,20170919
9120,401091085202001,11,3,5,3,2,5,4,0,0,0,0,0,1,1,0,1,1,0,3,1,0,0,1,0,1,0,1,9,2,0,0,0,0,11,0,2,3,2,1,4,7,20170919
9121,401091085202002,192,42,98,52,28,76,88,0,9,1,3,8,12,14,8,9,10,3,6,7,15,11,36,6,12,5,17,101,80,7,1,0,3,181,11,10,54,44,42,90,102,20170919
9122,401091085202003,22,3,12,7,6,9,7,0,0,0,2,0,1,1,0,1,2,0,2,0,3,5,3,0,2,0,0,21,0,0,0,0,1,21,1,3,3,6,7,8,14,20170919
9123,401091085202004,22,5,9,8,1,11,10,0,0,0,2,1,2,4,2,0,1,0,5,0,0,0,2,0,0,1,2,21,1,0,0,0,0,22,0,1,9,4,3,10,12,20170919
9124,401091085202005,16,4,10,2,3,4,9,0,0,1,0,2,0,0,0,1,0,1,2,1,3,2,0,1,2,0,0,15,0,0,0,0,1,16,0,1,2,5,4,11,5,20170919
9125,401091085202006,27,7,10,10,6,5,16,0,0,0,1,2,0,2,0,2,2,0,5,1,3,1,4,0,0,0,4,26,1,0,0,0,0,27,0,1,4,2,13,14,13,20170919
9126,401091085202007,34,7,16,11,3,11,20,0,2,0,2,2,2,3,0,0,1,0,3,1,4,6,2,1,0,0,5,30,1,2,0,0,1,33,1,1,10,7,9,22,12,20170919
9127,401091085202008,16,5,6,5,3,6,7,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,4,0,1,1,1,8,8,0,0,0,0,16,0,0,2,6,3,10,6,20170919
9128,401091085202009,16,7,7,2,4,4,8,0,0,1,0,1,2,2,0,1,0,0,0,0,2,1,3,1,1,0,1,15,1,0,0,0,0,16,0,2,2,2,3,9,7,20170919
9129,401091085202010,15,3,7,5,3,4,8,0,1,0,0,0,0,1,0,1,1,0,3,1,2,1,3,0,0,0,1,14,0,1,0,0,0,15,0,2,4,4,2,9,6,20170919
9130,401091085202011,13,3,6,4,4,2,7,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,4,0,1,1,0,8,4,0,0,0,1,13,0,1,1,3,5,4,9,20170919
9131,401091085202012,19,3,8,8,2,8,9,0,1,0,0,0,1,2,0,2,0,0,2,0,0,1,5,3,1,0,1,17,1,0,0,0,1,19,0,3,5,4,4,9,10,20170919
9132,401091085211004,40,11,27,2,8,17,15,0,0,0,2,3,0,3,3,0,3,0,2,0,4,3,9,2,5,0,1,29,5,3,3,0,0,37,3,4,11,9,5,18,22,20170919
9133,401091085211005,52,18,22,12,9,24,19,0,1,0,4,3,1,9,1,1,2,1,1,0,5,3,10,3,5,0,2,42,4,0,3,0,3,51,1,5,14,10,5,22,30,20170919
9134,401091085211010,29,10,15,4,6,13,10,0,1,0,3,1,0,1,0,0,3,1,5,0,4,4,3,1,1,0,1,26,2,0,1,0,0,27,2,6,5,3,5,14,15,20170919
9135,401091085211011,40,12,16,12,7,18,15,0,1,0,1,4,1,6,1,2,3,0,1,1,0,5,9,0,1,1,3,27,8,0,5,0,0,34,6,6,9,6,7,17,23,20170919
9136,401091085211012,41,11,16,14,7,12,22,0,3,1,4,6,0,3,0,0,1,0,1,2,2,1,10,0,4,1,2,30,4,1,4,0,2,41,0,1,10,13,6,21,20,20170919
9137,401091085211013,29,7,15,7,5,12,12,0,1,1,2,2,1,3,0,0,1,1,0,2,2,1,4,0,4,1,3,22,3,1,3,0,0,28,1,1,2,7,12,12,17,20170919
9138,401091085211014,56,15,26,15,13,22,21,0,3,0,3,3,1,3,2,0,5,0,7,0,6,3,12,1,1,4,2,34,13,0,9,0,0,56,0,7,9,13,12,25,31,20170919
9139,401091085211015,44,13,17,14,10,25,9,0,1,0,3,2,1,4,1,0,2,2,4,1,2,4,6,2,4,4,1,39,3,1,0,0,1,42,2,1,14,11,5,17,27,20170919
9140,401091085211016,18,5,9,4,4,9,5,0,0,0,0,1,2,2,1,0,1,0,1,0,2,1,6,0,1,0,0,12,2,0,1,0,3,18,0,2,5,3,3,6,12,20170919
9141,401091085211017,34,13,13,8,8,11,15,0,1,0,0,0,1,4,1,0,1,1,0,1,2,2,7,0,6,4,3,31,2,0,1,0,0,31,3,2,5,6,8,15,19,20170919
9142,401091085212000,240,67,121,52,67,95,78,0,5,1,7,15,8,27,12,1,8,8,12,6,28,13,43,1,26,8,11,155,66,8,3,1,7,205,35,35,48,50,40,137,103,20170919
9143,401091085212002,186,50,92,44,49,83,54,1,3,1,6,7,3,26,3,3,10,4,8,3,14,12,34,5,22,5,16,119,45,5,12,0,5,175,11,23,42,41,30,101,85,20170919
9144,401091085231000,71,19,30,22,17,21,33,0,3,1,3,7,3,6,2,2,1,1,6,1,3,6,13,0,8,1,4,42,25,0,2,0,2,67,4,5,15,16,16,30,41,20170919
9145,401091085231001,34,9,15,10,7,16,11,0,0,0,2,3,0,8,0,0,3,3,1,0,1,2,8,0,2,0,1,29,1,2,2,0,0,31,3,3,8,5,9,18,16,20170919
9146,401091085231002,49,7,17,25,11,13,25,0,2,2,2,1,2,7,1,0,2,2,2,2,4,8,6,0,5,0,1,29,17,1,2,0,0,48,1,4,13,9,16,18,31,20170919
9147,401091085231003,86,19,45,22,15,37,34,1,4,2,1,4,5,10,2,1,1,2,8,2,8,6,15,2,7,1,4,69,13,0,1,0,3,84,2,7,19,20,21,41,45,20170919
9148,401091085231004,62,12,36,14,10,27,25,0,2,3,4,5,2,3,0,1,3,2,2,2,7,5,10,2,5,1,3,49,10,0,2,0,1,61,1,5,16,19,10,28,34,20170919
9149,401091085231005,53,16,24,13,16,17,20,0,1,0,4,4,2,6,4,2,0,0,2,1,4,7,8,0,5,2,1,43,6,0,4,0,0,52,1,3,15,5,14,27,26,20170919
9150,401091085232000,268,57,144,67,56,87,125,0,13,3,8,15,10,31,6,5,8,5,14,5,23,35,37,7,25,7,11,187,50,7,14,0,10,255,13,27,52,67,65,145,123,20170919
9151,401091085232001,17,5,10,2,4,9,4,0,1,0,0,2,1,0,1,0,0,0,0,0,1,3,4,0,0,1,3,15,0,1,1,0,0,17,0,0,2,7,3,5,12,20170919
9152,401091085232002,24,3,13,8,3,7,14,0,0,0,0,1,0,4,1,0,0,0,0,1,3,6,4,0,1,0,3,22,2,0,0,0,0,20,4,1,3,11,6,13,11,20170919
9153,401091085232003,22,4,12,6,4,10,8,0,0,0,1,1,3,2,0,0,3,0,1,1,2,2,1,0,3,1,1,19,1,2,0,0,0,21,1,1,6,6,5,10,12,20170919
9154,401091085232004,9,4,5,0,2,4,3,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,8,1,0,0,0,0,9,0,0,0,3,2,6,3,20170919
9155,401091085232005,42,13,17,12,14,11,17,0,1,1,0,2,0,3,2,0,2,1,3,1,4,3,10,1,5,1,2,36,6,0,0,0,0,42,0,2,9,14,4,22,20,20170919
9156,401091085232006,30,7,14,9,4,11,15,0,4,1,0,3,0,2,2,0,0,0,2,0,3,1,6,0,3,1,2,19,8,1,2,0,0,26,4,5,7,6,5,13,17,20170919
9157,401091085232007,32,2,21,9,7,15,10,0,1,0,1,2,4,6,0,1,0,0,5,0,2,2,4,0,3,0,1,19,6,0,6,0,1,31,1,5,9,6,10,19,13,20170919
9158,401091085232008,18,6,7,5,4,9,5,0,0,2,0,0,0,3,0,0,2,1,0,0,1,5,1,0,1,2,0,18,0,0,0,0,0,18,0,0,3,6,3,10,8,20170919
9159,401091085232009,21,3,13,5,5,3,13,0,1,0,1,1,0,2,0,1,0,0,3,1,2,3,3,0,2,1,0,13,5,0,1,0,2,21,0,4,5,4,5,10,11,20170919
9160,401091085232010,21,3,11,7,5,6,10,0,0,0,1,2,0,4,1,0,1,1,2,1,0,1,3,1,2,0,1,19,1,1,0,0,0,21,0,1,2,6,9,13,8,20170919
9161,401091085232011,4,1,0,3,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,1,1,0,1,0,4,20170919
9162,401091085232012,24,5,13,6,8,11,5,0,1,0,1,2,1,4,0,0,2,0,1,0,3,0,4,1,3,1,0,12,4,0,7,0,1,24,0,1,6,4,8,8,16,20170919
9163,401091085232013,44,7,28,9,8,13,23,0,2,1,2,4,2,5,2,0,1,1,4,1,3,5,4,1,4,1,1,34,2,4,3,0,1,41,3,7,8,13,9,27,17,20170919
9164,401091085232014,35,5,17,13,8,10,17,0,1,1,3,4,2,3,1,2,1,0,1,1,1,2,5,0,6,0,1,26,3,0,0,0,6,35,0,3,14,7,6,20,15,20170919
9165,401091085232015,9,1,6,2,0,6,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,7,0,0,2,0,0,9,0,1,2,3,2,5,4,20170919
9166,401091085232016,24,7,14,3,3,9,12,0,1,2,0,3,1,1,1,0,0,0,1,1,1,0,3,0,4,2,3,18,1,4,1,0,0,23,1,0,5,11,1,11,13,20170919
9167,401091085232017,49,12,23,14,14,14,21,0,1,0,1,1,2,11,0,0,2,0,7,0,3,7,7,1,3,1,2,32,9,0,7,0,1,49,0,6,10,15,6,25,24,20170919
9168,401091085232018,31,5,20,6,4,7,20,0,0,0,0,2,1,5,1,1,2,1,1,1,1,5,7,0,2,0,1,24,3,0,3,0,1,30,1,3,7,6,10,14,17,20170919
9169,401091085232019,32,11,13,8,8,9,15,0,0,1,0,4,2,6,0,0,1,0,4,1,2,3,5,0,1,0,2,26,3,1,1,0,1,32,0,2,6,8,5,16,16,20170919
9170,401091085232020,32,5,20,7,3,13,16,0,3,0,0,1,1,3,1,0,1,1,0,1,4,4,8,0,2,0,2,16,3,1,12,0,0,31,1,1,9,9,8,11,21,20170919
9171,401091085232023,539,119,294,126,114,192,233,0,23,5,18,27,26,52,15,7,32,6,35,13,44,55,86,5,46,13,31,413,92,9,13,0,12,502,37,41,138,136,105,243,296,20170919
9172,401091085232026,20,5,13,2,2,6,12,0,0,0,0,2,0,3,2,3,0,0,2,0,1,3,3,0,0,0,1,15,3,0,1,0,1,20,0,1,6,5,3,12,8,20170919
9173,401091085232027,34,8,15,11,6,10,18,0,1,2,1,3,2,3,1,2,5,0,3,0,3,3,3,0,1,0,1,25,2,2,4,0,1,34,0,2,9,6,9,16,18,20170919
9174,401091085233000,77,14,44,19,18,21,38,0,1,0,2,3,4,10,3,0,2,1,6,1,9,4,13,2,9,2,5,59,13,0,2,1,2,74,3,7,17,29,10,42,35,20170919
9175,401091085233001,36,10,19,7,9,14,13,0,1,0,0,0,1,2,0,1,5,1,4,0,1,3,8,0,4,0,5,26,7,2,1,0,0,34,2,4,8,10,4,19,17,20170919
9176,401091085233002,17,1,9,7,4,8,5,0,1,0,0,2,0,3,1,0,2,0,0,0,3,2,0,0,1,0,2,16,0,0,0,0,1,16,1,1,6,5,4,11,6,20170919
9177,401091085233003,65,15,36,14,14,13,38,1,4,1,4,4,2,8,0,4,3,1,3,1,3,6,7,0,8,3,2,52,4,1,2,0,6,61,4,4,11,21,14,35,30,20170919
9178,401091085233004,52,10,29,13,14,13,25,0,8,0,0,1,0,6,1,0,1,3,3,1,4,5,8,4,3,2,2,48,4,0,0,0,0,52,0,0,14,15,13,22,30,20170919
9179,401091085233005,121,27,68,26,28,42,51,0,2,2,5,6,4,10,4,2,6,4,5,6,10,19,17,1,7,3,8,91,19,1,4,0,6,114,7,10,24,37,23,59,62,20170919
9180,401091085233006,34,10,10,14,8,15,11,0,0,0,1,2,0,5,1,2,3,1,1,0,2,4,7,0,2,1,2,29,2,0,2,0,1,32,2,1,8,8,7,17,17,20170919
9181,401091085233008,43,11,23,9,11,15,17,0,1,1,1,3,1,9,0,1,2,1,2,0,5,3,4,1,4,1,3,30,8,2,2,0,1,43,0,4,10,9,9,20,23,20170919
9182,401091085233009,35,5,17,13,7,18,10,0,0,1,1,4,1,2,0,0,1,1,3,0,3,5,6,0,4,0,3,27,4,0,2,0,2,33,2,8,10,7,5,19,16,20170919
9183,401091085233010,69,9,48,12,14,22,33,0,2,1,3,4,3,6,0,3,4,3,8,0,4,7,11,1,4,1,4,40,20,7,1,0,1,62,7,5,19,17,19,34,35,20170919
9184,401091085233011,130,25,72,33,22,60,48,0,2,2,3,11,9,6,9,1,5,2,10,0,13,16,21,2,10,4,4,86,27,3,12,1,1,123,7,7,34,35,29,62,68,20170919
9185,401091085233012,20,6,12,2,8,6,6,0,0,0,0,1,0,4,0,2,0,0,2,0,0,1,3,1,1,2,3,14,6,0,0,0,0,20,0,1,3,5,5,4,16,20170919
9186,401091085233013,121,31,60,30,26,46,49,0,5,0,5,4,4,11,3,0,10,2,7,4,5,16,16,0,16,3,10,88,19,3,9,0,2,121,0,9,33,29,19,59,62,20170919
9187,401091085233014,12,2,7,3,2,6,4,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,1,0,2,0,1,10,0,0,1,0,1,11,1,3,3,1,3,6,6,20170919
9188,401091085233015,54,5,42,7,5,14,35,0,3,2,3,3,3,4,0,2,3,1,4,2,3,9,6,0,2,0,4,44,7,0,2,0,1,54,0,3,15,13,18,36,18,20170919
9189,401091085233016,31,6,17,8,11,8,12,0,1,0,1,3,1,5,0,1,1,0,1,2,2,1,4,2,3,0,3,18,9,1,3,0,0,30,1,3,7,7,8,15,16,20170919
9190,401091085233017,36,10,14,12,10,17,9,0,0,0,1,3,0,6,1,2,2,0,4,1,2,3,6,0,3,0,2,30,5,1,0,0,0,35,1,2,7,12,5,17,19,20170919
9191,401091085233018,43,13,25,5,11,19,13,0,0,0,0,1,2,6,0,1,5,0,4,2,4,5,7,1,4,0,1,31,7,4,1,0,0,38,5,2,12,8,8,22,21,20170919
9192,401091085233019,19,3,10,6,5,5,9,0,1,0,2,0,1,5,0,0,3,0,1,0,0,1,3,0,1,0,1,13,5,1,0,0,0,18,1,4,4,5,3,13,6,20170919
9193,401091085233020,9,1,6,2,2,2,5,0,0,0,0,0,0,0,1,0,1,2,1,0,0,2,1,0,1,0,0,7,0,0,0,0,2,7,2,2,3,1,2,5,4,20170919
9194,401091085233021,3,0,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,2,3,0,20170919
